-8.49E-01,-4.50E-01,-8.27E-01,-6.48E-01,-7.01E-01,-7.71E-01,-6.37E-01,-8.04E-01,-7.32E-01,-7.38E-01,-7.66E-01,-7.72E-01,-7.91E-01,-7.36E-01,-7.73E-01,-7.56E-01,-7.48E-01,-7.46E-01,-7.56E-01,-7.67E-01,-6.99E-01,-7.22E-01,-7.00E-01,-6.98E-01,-6.98E-01,-6.80E-01,-7.21E-01,-6.96E-01,-6.60E-01,-5.43E-01,-4.19E-01,-4.04E-01,-3.80E-01,-4.50E-01,-4.50E-01,-4.13E-01,-3.65E-01,-3.04E-01,-2.37E-01,-2.62E-01,-2.45E-01,-1.96E-01,-1.57E-01,-1.04E-01,-9.44E-02,-2.01E-02,2.10E-02,4.41E-02,1.08E-01,6.59E-02,1.31E-01,1.37E-01,2.06E-01,2.17E-01,3.64E-01,3.87E-01,4.18E-01,4.55E-01,4.66E-01,4.70E-01,4.06E-01,6.14E-01,4.36E-01,4.98E-01,3.93E-01,6.08E-01,4.88E-01,4.76E-01,6.88E-01,3.41E-01,5.97E-01,4.84E-01,5.63E-01,4.35E-01,4.17E-01,5.18E-01,3.41E-01,4.89E-01,2.36E-01,5.13E-01,1.70E-01,4.86E-01,7.87E-02,4.90E-01,-1.82E-01,5.26E-01,-3.29E-02,3.03E-01,8.73E-02,2.58E-01,2.19E-01,1.78E-01,3.58E-01,-1.00E-02,2.55E-01,3.06E-01,1.62E-01,1.38E-01,2.34E-01,2.34E-01
-8.49E-01,-4.46E-01,-8.25E-01,-6.46E-01,-6.99E-01,-7.69E-01,-6.35E-01,-8.04E-01,-7.26E-01,-7.39E-01,-7.56E-01,-7.76E-01,-7.81E-01,-7.35E-01,-7.68E-01,-7.51E-01,-7.44E-01,-7.43E-01,-7.54E-01,-7.55E-01,-6.80E-01,-7.03E-01,-6.83E-01,-6.82E-01,-6.85E-01,-6.69E-01,-7.08E-01,-6.76E-01,-6.32E-01,-5.09E-01,-3.88E-01,-3.78E-01,-3.56E-01,-4.25E-01,-4.22E-01,-3.84E-01,-3.35E-01,-2.73E-01,-2.05E-01,-2.29E-01,-2.10E-01,-1.60E-01,-1.20E-01,-6.25E-02,-5.35E-02,1.53E-02,4.97E-02,6.92E-02,1.43E-01,1.01E-01,1.72E-01,1.80E-01,2.48E-01,2.57E-01,3.97E-01,4.17E-01,4.45E-01,4.76E-01,4.83E-01,4.87E-01,4.13E-01,6.22E-01,4.44E-01,5.06E-01,3.96E-01,6.11E-01,4.90E-01,4.74E-01,6.86E-01,3.42E-01,5.97E-01,4.78E-01,5.69E-01,4.25E-01,4.18E-01,5.12E-01,3.35E-01,4.84E-01,2.23E-01,5.07E-01,1.59E-01,4.76E-01,6.48E-02,4.82E-01,-2.01E-01,5.20E-01,-5.06E-02,2.88E-01,7.96E-02,2.35E-01,2.01E-01,1.57E-01,3.42E-01,-3.38E-02,2.32E-01,2.91E-01,1.46E-01,1.19E-01,2.14E-01,2.13E-01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.49E-01,-4.48E-01,-8.26E-01,-6.47E-01,-7.00E-01,-7.70E-01,-6.36E-01,-8.04E-01,-7.29E-01,-7.39E-01,-7.61E-01,-7.74E-01,-7.86E-01,-7.35E-01,-7.70E-01,-7.54E-01,-7.46E-01,-7.44E-01,-7.55E-01,-7.61E-01,-6.90E-01,-7.13E-01,-6.92E-01,-6.90E-01,-6.91E-01,-6.75E-01,-7.15E-01,-6.86E-01,-6.46E-01,-5.26E-01,-4.03E-01,-3.91E-01,-3.68E-01,-4.37E-01,-4.36E-01,-3.98E-01,-3.50E-01,-2.88E-01,-2.21E-01,-2.45E-01,-2.27E-01,-1.78E-01,-1.38E-01,-8.33E-02,-7.40E-02,-2.36E-03,3.54E-02,5.66E-02,1.26E-01,8.35E-02,1.52E-01,1.59E-01,2.27E-01,2.37E-01,3.80E-01,4.02E-01,4.32E-01,4.65E-01,4.75E-01,4.78E-01,4.09E-01,6.18E-01,4.40E-01,5.02E-01,3.94E-01,6.09E-01,4.89E-01,4.75E-01,6.87E-01,3.42E-01,5.97E-01,4.81E-01,5.66E-01,4.30E-01,4.18E-01,5.15E-01,3.38E-01,4.87E-01,2.29E-01,5.10E-01,1.65E-01,4.81E-01,7.18E-02,4.86E-01,-1.91E-01,5.23E-01,-4.18E-02,2.95E-01,8.34E-02,2.47E-01,2.10E-01,1.67E-01,3.50E-01,-2.19E-02,2.43E-01,2.98E-01,1.54E-01,1.28E-01,2.24E-01,2.24E-01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10555991,16.83443316,13.31703754,14.98212714,14.48890976,13.8411673,15.08189201,13.52161633,14.22066112,14.13158028,13.92422072,13.80572388,13.6897032,14.16354061,13.83495306,13.9897043,14.06326244,14.07787911,13.97995487,13.92317443,14.58761559,14.37303708,14.56624893,14.58664858,14.57009482,14.72699545,14.35476354,14.62010974,14.99579841,16.10945671,17.25017445,17.36442946,17.57590972,16.9344199,16.94300179,17.29555398,17.74402902,18.3170293,18.94248609,18.71958401,18.88654317,19.34377514,19.71253113,20.22488778,20.31223635,20.97803307,21.3287992,21.52681967,22.16948593,21.776356,22.41068678,22.47548023,23.10945683,23.20249402,24.53638549,24.73763779,25.01344892,25.32839013,25.41570685,25.44605244,24.80647669,26.74491996,25.09589382,25.66548211,24.66840421,26.66639399,25.54444023,25.41660984,27.3888107,24.17870041,26.55226327,25.47600294,26.26678184,24.99726199,24.88307058,25.79097215,24.1453623,25.52468526,23.13260564,25.73902569,22.5300706,25.4717298,21.6673489,25.52021867,19.22104182,25.86608156,20.61132467,23.74814538,21.77602247,23.29545208,22.95122839,22.5566109,24.25539587,20.79624327,23.26035947,23.77354558,22.43129686,22.19484535,23.0847354,23.08022106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
